StrategyID,PerformanceDate,MonthlyReturn
Convertible_Arbitrage,31-12-2013,0.0048
Convertible_Arbitrage,31-01-2014,0.0137
Convertible_Arbitrage,28-02-2014,0.0062
Convertible_Arbitrage,31-03-2014,0.0047
Convertible_Arbitrage,30-04-2014,0.0029
Convertible_Arbitrage,31-05-2014,0.0045
Convertible_Arbitrage,30-06-2014,0.0029
Convertible_Arbitrage,31-07-2014,-0.0001
Convertible_Arbitrage,31-08-2014,-0.0003
Convertible_Arbitrage,30-09-2014,-0.0095
Convertible_Arbitrage,31-10-2014,-0.0111
Convertible_Arbitrage,30-11-2014,-0.0009
Convertible_Arbitrage,31-12-2014,-0.0066
Convertible_Arbitrage,31-01-2015,0.0013
Convertible_Arbitrage,28-02-2015,0.0121
Convertible_Arbitrage,31-03-2015,0.0021
Convertible_Arbitrage,30-04-2015,0.0157
Convertible_Arbitrage,31-05-2015,0.0046
Convertible_Arbitrage,30-06-2015,-0.0086
Convertible_Arbitrage,31-07-2015,-0.0058
Convertible_Arbitrage,31-08-2015,-0.0045
Convertible_Arbitrage,30-09-2015,-0.0063
Convertible_Arbitrage,31-10-2015,0.0123
Convertible_Arbitrage,30-11-2015,-0.0039
Convertible_Arbitrage,31-12-2015,-0.0127
Convertible_Arbitrage,31-01-2016,-0.0239
Convertible_Arbitrage,29-02-2016,-0.0002
Convertible_Arbitrage,31-03-2016,0.017
Convertible_Arbitrage,30-04-2016,0.014
Convertible_Arbitrage,31-05-2016,0.0075
Convertible_Arbitrage,30-06-2016,0.0016
Convertible_Arbitrage,31-07-2016,0.0154
Convertible_Arbitrage,31-08-2016,0.0102
Convertible_Arbitrage,30-09-2016,0.007
Convertible_Arbitrage,31-10-2016,0.0027
Convertible_Arbitrage,30-11-2016,0.0031
Convertible_Arbitrage,31-12-2016,0.009
Convertible_Arbitrage,31-01-2017,0.0147
Convertible_Arbitrage,28-02-2017,0.0072
Convertible_Arbitrage,31-03-2017,-0.0002
Convertible_Arbitrage,30-04-2017,0.0044
Convertible_Arbitrage,31-05-2017,0.0022
Convertible_Arbitrage,30-06-2017,0.0032
Convertible_Arbitrage,31-07-2017,0.0084
Convertible_Arbitrage,31-08-2017,-0.0012
Convertible_Arbitrage,30-09-2017,0.0065
Convertible_Arbitrage,31-10-2017,0.006
Convertible_Arbitrage,30-11-2017,0.0002
Convertible_Arbitrage,31-12-2017,0.0025
Convertible_Arbitrage,31-01-2018,0.0084
Convertible_Arbitrage,28-02-2018,-0.0005
Convertible_Arbitrage,31-03-2018,-0.0014
Convertible_Arbitrage,30-04-2018,0.0032
Convertible_Arbitrage,31-05-2018,-0.0026
Convertible_Arbitrage,30-06-2018,0.0016
Convertible_Arbitrage,31-07-2018,0.0021
Convertible_Arbitrage,31-08-2018,0.0024
Convertible_Arbitrage,30-09-2018,0.0034
Convertible_Arbitrage,31-10-2018,-0.0073
Convertible_Arbitrage,30-11-2018,-0.0068
CTA_Global,31-01-1997,0.0393
CTA_Global,28-02-1997,0.0298
CTA_Global,31-03-1997,-0.0021
CTA_Global,30-04-1997,-0.017
CTA_Global,31-05-1997,-0.0015
CTA_Global,30-06-1997,0.0085
CTA_Global,31-07-1997,0.0591
CTA_Global,31-08-1997,-0.0473
CTA_Global,30-09-1997,0.0198
CTA_Global,31-10-1997,-0.0098
CTA_Global,30-11-1997,0.0133
CTA_Global,31-12-1997,0.0286
CTA_Global,31-01-1998,0.0104
CTA_Global,28-02-1998,-0.0065
CTA_Global,31-03-1998,0.0122
CTA_Global,30-04-1998,-0.0296
CTA_Global,31-05-1998,0.0193
CTA_Global,30-06-1998,0.0051
CTA_Global,31-07-1998,-0.001
CTA_Global,31-08-1998,0.0691
CTA_Global,30-09-1998,0.0454
CTA_Global,31-10-1998,0.0004
CTA_Global,30-11-1998,-0.0089
CTA_Global,31-12-1998,0.0221
CTA_Global,31-01-1999,-0.0167
CTA_Global,28-02-1999,0.0197
CTA_Global,31-03-1999,-0.0065
CTA_Global,30-04-1999,0.021
CTA_Global,31-05-1999,-0.015
CTA_Global,30-06-1999,0.0234
CTA_Global,31-07-1999,-0.0051
CTA_Global,31-08-1999,-0.0027
CTA_Global,30-09-1999,0.0064
CTA_Global,31-10-1999,-0.0354
CTA_Global,30-11-1999,0.0166
CTA_Global,31-12-1999,0.0142
CTA_Global,31-01-2000,0.0128
CTA_Global,29-02-2000,-0.0022
CTA_Global,31-03-2000,-0.0138
CTA_Global,30-04-2000,-0.0241
CTA_Global,31-05-2000,0.0114
CTA_Global,30-06-2000,-0.0124
CTA_Global,31-07-2000,-0.0131
CTA_Global,31-08-2000,0.0189
CTA_Global,30-09-2000,-0.0208
CTA_Global,31-10-2000,0.0075
CTA_Global,30-11-2000,0.0425
CTA_Global,31-12-2000,0.0682
CTA_Global,31-01-2001,0.0025
CTA_Global,28-02-2001,-0.0016
CTA_Global,31-03-2001,0.0438
CTA_Global,30-04-2001,-0.0362
CTA_Global,31-05-2001,0.0081
CTA_Global,30-06-2001,-0.0077
CTA_Global,31-07-2001,-0.004
CTA_Global,31-08-2001,0.0153
CTA_Global,30-09-2001,0.0246
CTA_Global,31-10-2001,0.0336
CTA_Global,30-11-2001,-0.0543
CTA_Global,31-12-2001,0.0148
CTA_Global,31-01-2002,-0.0072
CTA_Global,28-02-2002,-0.0202
CTA_Global,31-03-2002,0.0009
CTA_Global,30-04-2002,-0.0104
CTA_Global,31-05-2002,0.027
CTA_Global,30-06-2002,0.0655
CTA_Global,31-07-2002,0.0413
CTA_Global,31-08-2002,0.022
CTA_Global,30-09-2002,0.0284
CTA_Global,31-10-2002,-0.0376
CTA_Global,30-11-2002,-0.0164
CTA_Global,31-12-2002,0.0489
CTA_Global,31-01-2003,0.0441
CTA_Global,28-02-2003,0.0402
CTA_Global,31-03-2003,-0.0445
CTA_Global,30-04-2003,0.0065
CTA_Global,31-05-2003,0.049
CTA_Global,30-06-2003,-0.0192
CTA_Global,31-07-2003,-0.0171
CTA_Global,31-08-2003,0.0078
CTA_Global,30-09-2003,-0.0019
CTA_Global,31-10-2003,0.0104
CTA_Global,30-11-2003,0.0018
CTA_Global,31-12-2003,0.0381
CTA_Global,31-01-2004,0.0199
CTA_Global,29-02-2004,0.0529
CTA_Global,31-03-2004,-0.0051
CTA_Global,30-04-2004,-0.0532
CTA_Global,31-05-2004,-0.0118
CTA_Global,30-06-2004,-0.0316
CTA_Global,31-07-2004,-0.0119
CTA_Global,31-08-2004,-0.0084
CTA_Global,30-09-2004,0.022
CTA_Global,31-10-2004,0.0358
CTA_Global,30-11-2004,0.0475
CTA_Global,31-12-2004,0
CTA_Global,31-01-2005,-0.0438
CTA_Global,28-02-2005,0.0005
CTA_Global,31-03-2005,-0.0006
CTA_Global,30-04-2005,-0.0354
CTA_Global,31-05-2005,0.0232
CTA_Global,30-06-2005,0.026
CTA_Global,31-07-2005,-0.0013
CTA_Global,31-08-2005,0.01
CTA_Global,30-09-2005,0.0079
CTA_Global,31-10-2005,-0.0092
CTA_Global,30-11-2005,0.0379
CTA_Global,31-12-2005,-0.0153
CTA_Global,31-01-2006,0.0174
CTA_Global,28-02-2006,-0.0186
CTA_Global,31-03-2006,0.0284
CTA_Global,30-04-2006,0.0387
CTA_Global,31-05-2006,-0.0146
CTA_Global,30-06-2006,-0.0142
CTA_Global,31-07-2006,-0.0216
CTA_Global,31-08-2006,0.002
CTA_Global,30-09-2006,-0.0055
CTA_Global,31-10-2006,0.0102
CTA_Global,30-11-2006,0.0226
CTA_Global,31-12-2006,0.0146
CTA_Global,31-01-2007,0.0113
CTA_Global,28-02-2007,-0.0144
CTA_Global,31-03-2007,-0.0141
CTA_Global,30-04-2007,0.0241
CTA_Global,31-05-2007,0.023
CTA_Global,30-06-2007,0.0229
CTA_Global,31-07-2007,-0.0122
CTA_Global,31-08-2007,-0.028
CTA_Global,30-09-2007,0.0469
CTA_Global,31-10-2007,0.028
CTA_Global,30-11-2007,-0.0016
CTA_Global,31-12-2007,0.0117
CTA_Global,31-01-2008,0.0255
CTA_Global,29-02-2008,0.062
CTA_Global,31-03-2008,-0.0056
CTA_Global,30-04-2008,-0.0078
CTA_Global,31-05-2008,0.0162
CTA_Global,30-06-2008,0.033
CTA_Global,31-07-2008,-0.0333
CTA_Global,31-08-2008,-0.0114
CTA_Global,30-09-2008,0.001
CTA_Global,31-10-2008,0.0345
CTA_Global,30-11-2008,0.0214
CTA_Global,31-12-2008,0.014
CTA_Global,31-01-2009,-0.0016
CTA_Global,28-02-2009,-0.0031
CTA_Global,31-03-2009,-0.018
CTA_Global,30-04-2009,-0.014
CTA_Global,31-05-2009,0.0213
CTA_Global,30-06-2009,-0.0147
CTA_Global,31-07-2009,-0.0012
CTA_Global,31-08-2009,0.0054
CTA_Global,30-09-2009,0.0151
CTA_Global,31-10-2009,-0.0147
CTA_Global,30-11-2009,0.0332
CTA_Global,31-12-2009,-0.0253
CTA_Global,31-01-2010,-0.0278
CTA_Global,28-02-2010,0.009
CTA_Global,31-03-2010,0.0275
CTA_Global,30-04-2010,0.01
CTA_Global,31-05-2010,-0.0248
CTA_Global,30-06-2010,0.0011
CTA_Global,31-07-2010,-0.008
CTA_Global,31-08-2010,0.031
CTA_Global,30-09-2010,0.0267
CTA_Global,31-10-2010,0.0311
CTA_Global,30-11-2010,-0.0224
CTA_Global,31-12-2010,0.0436
CTA_Global,31-01-2011,-0.0063
CTA_Global,28-02-2011,0.0177
CTA_Global,31-03-2011,-0.0164
CTA_Global,30-04-2011,0.0367
CTA_Global,31-05-2011,-0.0339
CTA_Global,30-06-2011,-0.0239
CTA_Global,31-07-2011,0.0258
CTA_Global,31-08-2011,0.0007
CTA_Global,30-09-2011,-0.0057
CTA_Global,31-10-2011,-0.0317
CTA_Global,30-11-2011,0.0014
CTA_Global,31-12-2011,0.0034
CTA_Global,31-01-2012,0.0046
CTA_Global,29-02-2012,0.0091
CTA_Global,31-03-2012,-0.0204
CTA_Global,30-04-2012,-0.0003
CTA_Global,31-05-2012,0.0259
CTA_Global,30-06-2012,-0.0272
CTA_Global,31-07-2012,0.0312
CTA_Global,31-08-2012,-0.0082
CTA_Global,30-09-2012,-0.0104
CTA_Global,31-10-2012,-0.031
CTA_Global,30-11-2012,-0.0004
CTA_Global,31-12-2012,0.0057
CTA_Global,31-01-2013,0.0186
CTA_Global,28-02-2013,-0.0099
CTA_Global,31-03-2013,0.0089
CTA_Global,30-04-2013,0.0192
CTA_Global,31-05-2013,-0.0261
CTA_Global,30-06-2013,-0.0273
CTA_Global,31-07-2013,-0.0076
CTA_Global,31-08-2013,-0.0139
CTA_Global,30-09-2013,-0.0057
CTA_Global,31-10-2013,0.0145
CTA_Global,30-11-2013,0.0114
CTA_Global,31-12-2013,0.0052
CTA_Global,31-01-2014,-0.0175
CTA_Global,28-02-2014,0.0137
CTA_Global,31-03-2014,-0.0119
CTA_Global,30-04-2014,0.005
CTA_Global,31-05-2014,0.015
CTA_Global,30-06-2014,0.0101
CTA_Global,31-07-2014,-0.0054
CTA_Global,31-08-2014,0.0283
CTA_Global,30-09-2014,0.0179
CTA_Global,31-10-2014,0.0041
CTA_Global,30-11-2014,0.0419
CTA_Global,31-12-2014,0.0088
CTA_Global,31-01-2015,0.0399
CTA_Global,28-02-2015,-0.0029
CTA_Global,31-03-2015,0.0097
CTA_Global,30-04-2015,-0.0232
CTA_Global,31-05-2015,-0.0053
CTA_Global,30-06-2015,-0.0343
CTA_Global,31-07-2015,0.0209
CTA_Global,31-08-2015,-0.022
CTA_Global,30-09-2015,0.0146
CTA_Global,31-10-2015,-0.0157
CTA_Global,30-11-2015,0.0219
CTA_Global,31-12-2015,-0.0184
CTA_Global,31-01-2016,0.0229
CTA_Global,29-02-2016,0.0236
CTA_Global,31-03-2016,-0.0201
CTA_Global,30-04-2016,-0.0091
CTA_Global,31-05-2016,-0.0176
CTA_Global,30-06-2016,0.0352
CTA_Global,31-07-2016,0.0067
CTA_Global,31-08-2016,-0.0225
CTA_Global,30-09-2016,-0.0066
CTA_Global,31-10-2016,-0.0257
CTA_Global,30-11-2016,-0.005
CTA_Global,31-12-2016,0.0058
CTA_Global,31-01-2017,-0.0102
CTA_Global,28-02-2017,0.0149
CTA_Global,31-03-2017,-0.0137
CTA_Global,30-04-2017,-0.0017
CTA_Global,31-05-2017,0.0011
CTA_Global,30-06-2017,-0.0222
CTA_Global,31-07-2017,0.0094
CTA_Global,31-08-2017,0.016
CTA_Global,30-09-2017,-0.0194
CTA_Global,31-10-2017,0.0367
CTA_Global,30-11-2017,0.0004
CTA_Global,31-12-2017,0.0115
CTA_Global,31-01-2018,0.0357
CTA_Global,28-02-2018,-0.0568
CTA_Global,31-03-2018,-0.0029
CTA_Global,30-04-2018,0.0008
CTA_Global,31-05-2018,-0.0074
CTA_Global,30-06-2018,0.0023
CTA_Global,31-07-2018,-0.0058
CTA_Global,31-08-2018,0.0166
CTA_Global,30-09-2018,-0.0054
CTA_Global,31-10-2018,-0.0314
CTA_Global,30-11-2018,-0.0053
Distressed_Securities,31-01-1997,0.0178
Distressed_Securities,28-02-1997,0.0122
Distressed_Securities,31-03-1997,-0.0012
Distressed_Securities,30-04-1997,0.003
Distressed_Securities,31-05-1997,0.0233
Distressed_Securities,30-06-1997,0.0217
Distressed_Securities,31-07-1997,0.0234
Distressed_Securities,31-08-1997,0.0147
Distressed_Securities,30-09-1997,0.035
Distressed_Securities,31-10-1997,-0.0064
Distressed_Securities,30-11-1997,0.0054
Distressed_Securities,31-12-1997,0.0073
Distressed_Securities,31-01-1998,0.0095
Distressed_Securities,28-02-1998,0.0227
Distressed_Securities,31-03-1998,0.0252
Distressed_Securities,30-04-1998,0.0165
Distressed_Securities,31-05-1998,0.0006
Distressed_Securities,30-06-1998,-0.0047
Distressed_Securities,31-07-1998,-0.0069
Distressed_Securities,31-08-1998,-0.0836
Distressed_Securities,30-09-1998,-0.0215
Distressed_Securities,31-10-1998,-0.0029
Distressed_Securities,30-11-1998,0.0164
Distressed_Securities,31-12-1998,0.0108
Distressed_Securities,31-01-1999,0.0181
Distressed_Securities,28-02-1999,-0.0021
Distressed_Securities,31-03-1999,0.0159
Distressed_Securities,30-04-1999,0.0418
Distressed_Securities,31-05-1999,0.0207
Distressed_Securities,30-06-1999,0.0273
Distressed_Securities,31-07-1999,0.0084
Distressed_Securities,31-08-1999,0.002
Distressed_Securities,30-09-1999,-0.0041
Distressed_Securities,31-10-1999,0.0027
Distressed_Securities,30-11-1999,0.022
Distressed_Securities,31-12-1999,0.03
Distressed_Securities,31-01-2000,0.0088
Distressed_Securities,29-02-2000,0.0421
Distressed_Securities,31-03-2000,0.0103
Distressed_Securities,30-04-2000,-0.0101
Distressed_Securities,31-05-2000,-0.0132
Distressed_Securities,30-06-2000,0.0203
Distressed_Securities,31-07-2000,0.0064
Distressed_Securities,31-08-2000,0.014
Distressed_Securities,30-09-2000,-0.0019
Distressed_Securities,31-10-2000,-0.0073
Distressed_Securities,30-11-2000,-0.0209
Distressed_Securities,31-12-2000,0.0001
Distressed_Securities,31-01-2001,0.0308
Distressed_Securities,28-02-2001,0.01
Distressed_Securities,31-03-2001,-0.0037
Distressed_Securities,30-04-2001,0.0048
Distressed_Securities,31-05-2001,0.0235
Distressed_Securities,30-06-2001,0.036
Distressed_Securities,31-07-2001,0.0073
Distressed_Securities,31-08-2001,0.0106
Distressed_Securities,30-09-2001,-0.0014
Distressed_Securities,31-10-2001,0.0103
Distressed_Securities,30-11-2001,0.0086
Distressed_Securities,31-12-2001,0.0015
Distressed_Securities,31-01-2002,0.0186
Distressed_Securities,28-02-2002,-0.0033
Distressed_Securities,31-03-2002,0.0052
Distressed_Securities,30-04-2002,0.0139
Distressed_Securities,31-05-2002,0.0091
Distressed_Securities,30-06-2002,-0.0117
Distressed_Securities,31-07-2002,-0.0133
Distressed_Securities,31-08-2002,0.0009
Distressed_Securities,30-09-2002,-0.0044
Distressed_Securities,31-10-2002,-0.0031
Distressed_Securities,30-11-2002,0.0239
Distressed_Securities,31-12-2002,0.0222
Distressed_Securities,31-01-2003,0.0243
Distressed_Securities,28-02-2003,0.0092
Distressed_Securities,31-03-2003,0.0113
Distressed_Securities,30-04-2003,0.0345
Distressed_Securities,31-05-2003,0.027
Distressed_Securities,30-06-2003,0.0267
Distressed_Securities,31-07-2003,0.0117
Distressed_Securities,31-08-2003,0.0137
Distressed_Securities,30-09-2003,0.0242
Distressed_Securities,31-10-2003,0.0267
Distressed_Securities,30-11-2003,0.0154
Distressed_Securities,31-12-2003,0.0198
Distressed_Securities,31-01-2004,0.0301
Distressed_Securities,29-02-2004,0.0075
Distressed_Securities,31-03-2004,0.0046
Distressed_Securities,30-04-2004,0.0093
Distressed_Securities,31-05-2004,-0.001
Distressed_Securities,30-06-2004,0.0202
Distressed_Securities,31-07-2004,0.0019
Distressed_Securities,31-08-2004,0.0088
Distressed_Securities,30-09-2004,0.0104
Distressed_Securities,31-10-2004,0.0143
Distressed_Securities,30-11-2004,0.0337
Distressed_Securities,31-12-2004,0.0266
Distressed_Securities,31-01-2005,0.0037
Distressed_Securities,28-02-2005,0.0134
Distressed_Securities,31-03-2005,0.0032
Distressed_Securities,30-04-2005,-0.0052
Distressed_Securities,31-05-2005,0.0006
Distressed_Securities,30-06-2005,0.0133
Distressed_Securities,31-07-2005,0.0173
Distressed_Securities,31-08-2005,0.0124
Distressed_Securities,30-09-2005,0.0112
Distressed_Securities,31-10-2005,-0.0032
Distressed_Securities,30-11-2005,0.01
Distressed_Securities,31-12-2005,0.0122
Distressed_Securities,31-01-2006,0.0253
Distressed_Securities,28-02-2006,0.0065
Distressed_Securities,31-03-2006,0.0172
Distressed_Securities,30-04-2006,0.0193
Distressed_Securities,31-05-2006,0.0086
Distressed_Securities,30-06-2006,-0.0015
Distressed_Securities,31-07-2006,0.0009
Distressed_Securities,31-08-2006,0.0099
Distressed_Securities,30-09-2006,0.0033
Distressed_Securities,31-10-2006,0.0194
Distressed_Securities,30-11-2006,0.0179
